Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Fix),Outward issue link (Fix),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Releases),Outward issue link (Releases),Outward issue link (Releases),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Analyst),Custom field (Developer),Custom field (Development),Custom field (Due Date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue URL),Custom field (External issue URL),Custom field (External issue URL),Custom field (Hosting Environment),Custom field (Installation Date),Custom field (List of Trainees),Custom field (Peer Reviewer),Custom field (Policy Stat URL),Custom field (Process Status),Custom field (Product),Custom field (Product Owner),Custom field (QA Analyst),Custom field (Rank),Custom field (Request Type),Custom field (Request participants),Sprint,Custom field (Start date),Custom field (Steps to Reproduce:),Custom field (Story Points),Custom field (Tech/Engineering),Custom field (Tracking Number),Custom field (YX Connect Site(s)),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Submitted SIFs work with AD Tool,QO-36,29180,,Story,Backlog,QO,Quick Order,software,jmedlock,,,3 Standard,,,jcox,jcox,01/May/18 2:57 PM,16/Jul/18 8:23 AM,04/Sep/18 11:00 AM,,,Automated Assay Design - Phase 1,,,0,,,,,,,,"_As an Assay Designer, I want users filling out SIFs to be able to match MGI ID's to existing complete Constructs to create their Strains, or else have that data sent to the AD Tool for me to assess._

+Acceptance Criteria+:
* A service call exists to take the MGI ID from the SIF and automatically fetch additional data from the MGI database.
* When a user submits a SIF with an MGI ID that we already have matching a *completed* construct, then the user can name their new strain and they're ready to submit samples.  *No AIM is needed* in this scenario.
* When the user submits a SIF with an MGI ID that we already have matching an *incomplete* construct, then the SIF is sent to the new AD tool and an AIM *is* created.
* When the user submits a SIF with an MGI ID that we have *no* construct existing, then the SIF is sent to the new AD tool and an AIM *is* created.


+Scenario:MGISubmittedCompleteConstructExists+:
*Given* a user begins entering a SIF from Quick Order
*When* the an MGI ID is entered
*Then* search Order Manager constructs
*And* if the construct exists
*And* the construct is complete
*Then* immediately show the user the allele to select as their new strain
*And* allow customer to name strain uniquely for their account
*And* link this customer strain to the construct

+Scenario:MGISubmittedIncompleteConstructExists+:
*Given* a user begins entering a SIF from Quick Order
*When* the an MGI ID is entered
*Then* search constructs
*And* if the construct exists
*But* the construct is incomplete
*Then* send SIF data, MGI data, and incomplete construct to Assay Design Tool to be edited

+Scenario:MGISubmittedNoConstructExists+:
*Given* a user begins entering a SIF from Quick Order
*When* the an MGI ID is entered
*Then* search constructs
*And* if the construct does not exist
*Then* send SIF data and MGI data to Assay Design Tool to be managed

",,,,;27/Jun/18 3:37 PM;ssandor;180,,,,,,,,432000,0,180,0%,432000,0,180,,,,,,,,,,,,,,,,,13/Jul/18 1:25 PM;ssandor;AAD TOOL PPT.pptx;https://transnetyx.atlassian.net/secure/attachment/27149/AAD+TOOL+PPT.pptx,13/Jul/18 1:23 PM;ssandor;AAD Tool.PNG;https://transnetyx.atlassian.net/secure/attachment/27147/AAD+Tool.PNG,13/Jul/18 1:23 PM;ssandor;Workflow_large.PNG;https://transnetyx.atlassian.net/secure/attachment/27148/Workflow_large.PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,,bwinter,0|i00xd3:,,,,,,,New Product/Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add PubMed to MGI API Service,QO-34,29122,,Story,Backlog,QO,Quick Order,software,jmedlock,,,3 Standard,,,ssandor,ssandor,13/Apr/18 2:44 PM,27/Jun/18 1:50 PM,04/Sep/18 11:00 AM,,,Automated Assay Design - Phase 1,,,0,,,,,,,,"_As a user, I need to be able to search for constructs based on PubMed ID._

+Acceptance Criteria+:
* User can supply a PubMed ID in the SIF to be used for matching to a construct.
* In the AD Tool's details view the PubMed ID displayed is a link the PubMed article.


",,,,;20/Jun/18 11:37 AM;ssandor;180,,,,,,,,57600,57600,180,0%,57600,57600,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,,bwinter,0|i00x07:,,,,,,,New Product/Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assay Design Tool with MGI entered in SIF by a User and Construct Does Not Exist,QO-28,28961,,Story,Backlog,QO,Quick Order,software,jmedlock,,,3 Standard,,,ssandor,ssandor,13/Mar/18 11:27 AM,27/Jun/18 1:49 PM,04/Sep/18 11:00 AM,,,Automated Assay Design - Phase 1,,,0,,,,,,,,"_As an Assay Designer, if a user enters MGI data into the Strain Information Form (SIF), then send the MGI data points and SIF data submitted by the User to the Assay Design Tool and allow an Assay Designer to populate an incomplete construct from MGI data._

+Acceptance Criteria+:
* If there is no existing construct (incomplete or complete), then the Assay Designer can manually create an incomplete Construct within the Assay Design Tool.  Assay Designer needs to go to OrderManager to complete the Construct. 


+Scenario:MGISubmittedNoConstructExists+:
*Given* a user begins entering a SIF from Quick Order
*When* the SIF is being filled  
*Then* search Order Manager constructs
*And* if a construct does not exist
*Then* the construct entry area is empty in the profile template
*And* allow an Assay Designer to create an incomplete construct from MGI data points with no detection methods

*Then* allow the Assay Designer to add probes to the construct to activate the construct 
*Or* send to Manual design if a detection method cannot be deemed and an inactive construct is made 

Note: See Construct Requirements Part C document to understand what data points are used to create a construct for that MGI ID. 
",,,,;20/Jun/18 11:26 AM;ssandor;14400,,,,,,,,288000,288000,14400,5%,288000,288000,14400,,,,,,,,,,,,,,,,,20/Mar/18 3:30 PM;ssandor;Construct requirements.docx;https://transnetyx.atlassian.net/secure/attachment/26351/Construct+requirements.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ssandor,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,,,0|i00vzr:,,,,,,,New Product/Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 4th Maintenance Banner on Sign In and Dashboard,QO-25,28896,,Story,Peer Review,QO,Quick Order,software,jmedlock,,,3 Standard,,jcox,jcox,jcox,26/Feb/18 4:17 PM,05/Mar/18 12:48 PM,04/Sep/18 11:00 AM,,,Quick Order Legacy,,,0,,,,,,,,"Todd has requested that we add a maintenance banner just like we did at the holidays to state that our system will be down for maintenance on Sunday, March 4th, between 11:00a.m. and 8:00p.m. CST.  This banner can be taken back down on Monday, March 5th.

Text to use:

*Upcoming Scheduled Website Maintenance* – As part of the ongoing improvement of our system, the Transnetyx site will be down for about 4-8 hours starting Sunday, March 4, at 11:00pm (CST). We plan to have the system back up and running Sunday, March 4, before 7:00pm (CST). During this window of time, your QuickOrder account will be inaccessible. We hope this advanced notice will result in zero impact on your research needs.",,,,;27/Feb/18 4:46 PM;jadhikari;3600,,,,,,,,,0,3600,,,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,jadhikari,{},,,,,,,,,,,,,,,,,jcox,,,Unassigned,,,0|i00vjr:,,,,,,,New Product/Feature,,,2018-02-27 14:53:11.17,27/Feb/18 8:53 AM;jadhikari;[~jcox] : Do we have the text for the banner ? Also when do we want it to go up and which pages ?,"27/Feb/18 9:41 AM;jcox;[~jadhikari], The banner would be in the exact same places as the holiday banner we used in December.  That would be on the QuickOrder Sign In page just to the right of the login form, and at the top of the QuickOrder Dashboard.  We could style them the same way as before.  We would need this to go live ASAP, and taken down on Monday March 5th.

I've added the text to use in the banner to this story's description.","27/Feb/18 4:45 PM;jadhikari;[~tpoley] , [~jcox] : The banner is uploaded to the QuickOrder pages.",05/Mar/18 12:48 PM;jadhikari;[~tpoley] [~jcox] : The banner for maintenance from the signin and dashboard pages is now removed.,,,,,,,,,,,,,,,,,,,,,,
Remove Survey link from QO,QO-24,28800,,Story,Staging,QO,Quick Order,software,jmedlock,,,3 Standard,Done,qevans,jcox,jcox,05/Feb/18 9:31 AM,18/May/18 2:42 PM,04/Sep/18 11:00 AM,21/Feb/18 8:36 AM,,Quick Order Legacy,,07/Feb/18 12:00 AM,0,,,,,,,,Remove the Survey links that were created in QO-15.,,,,;07/Feb/18 12:28 PM;jadhikari;14400,;07/Feb/18 3:16 PM;qevans;900,;21/Feb/18 8:36 AM;jadhikari;14400,,,,,,,0,29700,,,0,29700,,,,,,,,,,,,,,,,,07/Feb/18 3:10 PM;qevans;screenshot-1.png;https://transnetyx.atlassian.net/secure/attachment/25744/screenshot-1.png,07/Feb/18 3:16 PM;qevans;screenshot-2.png;https://transnetyx.atlassian.net/secure/attachment/25745/screenshot-2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,jadhikari,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-02-20T16:51:46.000-0600"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,rjonakin,,,Unassigned,,qevans,0|i00uy7:,,,,,,,New Product/Feature,,,2018-02-07 21:16:29.503,07/Feb/18 3:16 PM;qevans;Survey Link has been removed from sign in page (screenshot-1). Banner and Special Offers have been removed from homepage (screenshot-2). QA verified.,,,,,,,,,,,,,,,,,,,,,,,,,
Export to display Correct Rack Position and Grouping,COMA-2696,29600,,Bug,Peer Review,COMA,Colony Manager,software,admin,,,3 Standard,,admin,cleduc,cleduc,30/Aug/18 11:05 AM,31/Aug/18 3:41 PM,30/Aug/18 2:56 PM,,,CM - Release 1.2,,,0,,,,,,,,"Export from Mice list does not export Rack position data correctly. 
Instead of A1 I only see a number.

Export from Mice list no longer exports my data as it was Grouped in the app.
I group by Cage in the app and the export has Cage as a column.


",,,,;31/Aug/18 3:24 PM;jjensen;28800,,,,,,,,,0,28800,,,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,jjensen,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-08-31T15:24:48.861-0500"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,,,,,,,,,,,,,None,,,admin,,,Unassigned,,bwinter,0|i00zvz:,,,,,"Go to Mice List
Display Rack and Positions Columns
Group by Cage ID
Export

Expected Rack and position to be as in app
Expected Grouping to appear in my export",,New Product/Feature,,YX Connect,2018-08-31 20:23:17.151,31/Aug/18 3:23 PM;jjensen;All dun.  'Nuff sed.,31/Aug/18 3:41 PM;cleduc;Woot!,,,,,,,,,,,,,,,,,,,,,,,,
QA Release - 2018-08-29,COMA-2695,29596,,Release,Complete,COMA,Colony Manager,software,admin,,,3 Standard,Done,mbender,bwinter,bwinter,29/Aug/18 12:20 PM,29/Aug/18 12:31 PM,04/Sep/18 11:00 AM,29/Aug/18 12:30 PM,,CM - Release 1.2,,,0,,,,,,,,"* COMA-2045
** COMA-2693",,,,;29/Aug/18 12:30 PM;bwinter;900,,,,,,,,,0,900,,,0,900,,,,,,,,,,COMA-2687,,,,COMA-2693,COMA-2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,cleduc,wwyatt,0|i00zv3:,,,,,,,New Product/Feature,,YX Connect,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA Release - 2018-08-28,COMA-2694,29595,,Release,Complete,COMA,Colony Manager,software,admin,,,3 Standard,Done,wwyatt,bwinter,bwinter,29/Aug/18 12:16 PM,29/Aug/18 2:59 PM,04/Sep/18 11:00 AM,29/Aug/18 12:30 PM,,CM - Release 1.2,,,0,,,,,,,,"* COMA-2651
** COMA-2691",,,,;29/Aug/18 12:30 PM;bwinter;900,,,,,,,,,0,900,,,0,900,,,,,,,,,,COMA-2687,,,,COMA-2691,COMA-2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,cleduc,wwyatt,0|i00zuv:,,,,,,,New Product/Feature,,YX Connect,2018-08-29 19:11:12.667,29/Aug/18 2:11 PM;mbender;Automated regression script suites 'Smoke Test' and 'Critical Path' have passed on Colony QA post this build.,,,,,,,,,,,,,,,,,,,,,,,,,
Transfer Mice action not working for Mice Records in Litter Card or Breeding Card,COMA-2693,29594,28213,Rework,Testing PASSED,COMA,Colony Manager,software,admin,,,3 Standard,Testing Done,,bwinter,bwinter,29/Aug/18 12:13 PM,29/Aug/18 4:30 PM,04/Sep/18 11:00 AM,29/Aug/18 4:30 PM,,CM - Release 1.2,,,0,,,,,,,,"h1. What happened:

# Go to *Litters List*
# Select a litter
# Select 3-dot menu for Parent or Offspring Mouse Record
# Select Mark Transferred
# Nothing happens > Mouse is not marked transferred <- {color:#d04437}UNEXPECTED{color}
# Go to *Breedings List*
# Select a breeding
# Select 3-dot menu for Mouse Record in Parents Tab or Offspring Tab
# Select Mark Transferred
# Nothing happens > Mouse is not marked transferred <- {color:#d04437}UNEXPECTED{color}

h1. What I expected to happen:

I expected the mouse to be marked transferred when I selected ""Mark Transferred"" action from the mouse record's 3-dot menu.
",,,,;29/Aug/18 12:14 PM;bwinter;60,;29/Aug/18 4:30 PM;wwyatt;5400,,,,,,,,0,5460,,,0,5460,,COMA-2045,,,,,,,,,,,,,,,29/Aug/18 12:13 PM;bwinter;FAILED COMA-2045 Scenario 5-1.jpg;https://transnetyx.atlassian.net/secure/attachment/27497/FAILED+COMA-2045+Scenario+5-1.jpg,29/Aug/18 12:13 PM;bwinter;FAILED COMA-2045 Scenario 5-2.jpg;https://transnetyx.atlassian.net/secure/attachment/27498/FAILED+COMA-2045+Scenario+5-2.jpg,29/Aug/18 12:13 PM;bwinter;FAILED COMA-2045 Scenario 5-3.jpg;https://transnetyx.atlassian.net/secure/attachment/27499/FAILED+COMA-2045+Scenario+5-3.jpg,29/Aug/18 12:13 PM;bwinter;FAILED COMA-2045 Scenario 5-4.jpg;https://transnetyx.atlassian.net/secure/attachment/27500/FAILED+COMA-2045+Scenario+5-4.jpg,29/Aug/18 4:29 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-1-1.jpg;https://transnetyx.atlassian.net/secure/attachment/27503/PASSED+RETEST+COMA-2045+Scenario+5-1-1.jpg,29/Aug/18 4:29 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-1-2.jpg;https://transnetyx.atlassian.net/secure/attachment/27504/PASSED+RETEST+COMA-2045+Scenario+5-1-2.jpg,29/Aug/18 4:29 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-2-1.jpg;https://transnetyx.atlassian.net/secure/attachment/27505/PASSED+RETEST+COMA-2045+Scenario+5-2-1.jpg,29/Aug/18 4:29 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-2-2.jpg;https://transnetyx.atlassian.net/secure/attachment/27506/PASSED+RETEST+COMA-2045+Scenario+5-2-2.jpg,29/Aug/18 4:29 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-3-1.jpg;https://transnetyx.atlassian.net/secure/attachment/27507/PASSED+RETEST+COMA-2045+Scenario+5-3-1.jpg,29/Aug/18 4:30 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-3-2.jpg;https://transnetyx.atlassian.net/secure/attachment/27508/PASSED+RETEST+COMA-2045+Scenario+5-3-2.jpg,29/Aug/18 4:30 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-4-1.jpg;https://transnetyx.atlassian.net/secure/attachment/27509/PASSED+RETEST+COMA-2045+Scenario+5-4-1.jpg,29/Aug/18 4:30 PM;wwyatt;PASSED RETEST COMA-2045 Scenario 5-4-2.jpg;https://transnetyx.atlassian.net/secure/attachment/27510/PASSED+RETEST+COMA-2045+Scenario+5-4-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcox,bkoch,{},,,,,,,,,,,,,,None,,,,,,Unassigned,jmedlock,wwyatt,0|i00zun:,,,,,,,,,YX Connect,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downloading template or uploading file throws YSOD with message about timezones for New Groups,COMA-2691,29587,29448,Rework,Testing PASSED,COMA,Colony Manager,software,admin,,,3 Standard,,bwinter,bwinter,bwinter,23/Aug/18 12:15 PM,30/Aug/18 10:44 AM,04/Sep/18 11:00 AM,,,CM - Release 1.2,,,0,,,,,,,,"h1. What happened:

# Create a new group
# Add 1 or more strains
# Navigate to New Mouse Import (Mice List > Import Mice)
# Click Download Template
# YSOD thrown <- {color:#d04437}UNEXPECTED{color}
# Click Browser > select an appropriate XLSX file > click Upload File
# YSOD thrown <- {color:#d04437}UNEXPECTED{color}

h1. What I expected to happen:

When clicking Download Template or Upload File, I do not expect a YSOD to be thrown.",,,,;23/Aug/18 3:34 PM;rwilliams;7200,,,,,,,,,0,7200,,,0,7200,,COMA-2651,,,,,,,,,,,,,,,23/Aug/18 12:14 PM;bwinter;REWORK - Download Template throws YSOD - 2018-08-23 10_06_32-.png;https://transnetyx.atlassian.net/secure/attachment/27441/REWORK+-+Download+Template+throws+YSOD+-+2018-08-23+10_06_32-.png,23/Aug/18 12:14 PM;bwinter;REWORK - Upload File throws YSOD - 2018-08-23 10_41_43-.png;https://transnetyx.atlassian.net/secure/attachment/27442/REWORK+-+Upload+File+throws+YSOD+-+2018-08-23+10_41_43-.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwilliams,rwilliams,{},,,,,,,,,,,,,,None,,,,,,Unassigned,cleduc,bwinter,0|i00zt3:,,,,,,,New Product/Feature,,YX Connect,,30/Aug/18 10:44 AM;bwinter;Testing passed.  No screen shot taken.  Created new group.  Did not save timezone.  Uploaded XLSX.  Everything worked as expected.,,,,,,,,,,,,,,,,,,,,,,,,,
QA Release 18232 - 2018-08-20,COMA-2687,29574,,Release,Complete,COMA,Colony Manager,software,admin,,,3 Standard,Done,,rwilliams,rwilliams,20/Aug/18 1:56 PM,29/Aug/18 12:30 PM,04/Sep/18 11:00 AM,21/Aug/18 11:38 AM,,CM - Release 1.2,,,0,,,,,,,,"COMA-2681
COMA-2651
COMA-2045

h1. Notes

*Regression Failure release - 2018-08-21 @ 12:20 PM*
* *Regression Notes:* See COMA-2688 ",,,,;21/Aug/18 11:38 AM;rwilliams;1800,,,,,,,,0,0,1800,"9,223,372,036,854,775,807%",0,0,1800,,,,,,,,,,COMA-2688,,,,COMA-2045,COMA-2651,COMA-2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,,,0|i00zq7:,,,,,,,New Product/Feature,,YX Connect,2018-08-20 20:26:28.936,20/Aug/18 3:26 PM;mbender;[~rwilliams] [~bwinter] The colony automated regression script suite is failing when navigating to the shopping cart.,21/Aug/18 12:25 PM;mbender;[~rwilliams] and [~bwinter] the automated regression script suites 'Smoke Test' and 'Critical Path' have passed on Colony Manager QA post this build.,,,,,,,,,,,,,,,,,,,,,,,,
Migrate Groups from Labfinity to Colony,COMA-2686,29573,,Task,In Progress,COMA,Colony Manager,software,admin,,,3 Standard,,rwilliams,jcox,jcox,20/Aug/18 10:55 AM,29/Aug/18 7:40 AM,04/Sep/18 11:00 AM,,,CM - Release 1.2,,,0,,,,,,,,"_As a Labfinity user, I need all my stuff moved to Colony._

+Acceptance Criteria:+
* All remaining Groups and sub-data have been migrated to Colony.
* All Systems that depend on Labfinity have been disconnected from Labfinity.
",,,,;29/Aug/18 7:40 AM;rwilliams;57600,,,,,,,,576000,518400,57600,10%,576000,518400,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,,,0|i00zpz:,,,,,,,New Product/Feature,,YX Connect,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA Release 18227 - 2018-08-15,COMA-2685,29570,,Release,Complete,COMA,Colony Manager,software,admin,,,3 Standard,Done,,rwilliams,rwilliams,15/Aug/18 6:08 PM,17/Aug/18 1:15 PM,04/Sep/18 11:00 AM,17/Aug/18 1:10 PM,,CM - Release 1.2,,,0,,,,,,,,"COMA-2647
COMA-2589

h1. Notes

*Urgent fix release - 2018-08-16 @ 11:51 AM*
* *Change made:* Quick fixed needed for YSOD error when exporting mice list to XLSX.  YSOD discussed in person with Jaime and over Skype with Carrie after stand-up. Normal rework process bypassed due to urgency of this ticket getting to PROD
* *Change made by*: [~jjensen]
* *Change approved by*: [~cleduc]
* *Change affected* COMA-2647. See Jamie's comments on this tickets for details.

*Urgent fix release - 2018-08-17 @ 09:47 AM*
* *Change made:* Another quick fixed needed for YSOD error when exporting mice list to XLSX.  YSOD discussed in person with Jaime and Carrie over Team chat. Normal rework process bypassed due to urgency of this ticket getting to PROD. 
* *Change made by*: [~jjensen]
* *Change approved by*: [~cleduc]
* *Change affected* COMA-2647. See Jamie's comments on this tickets for details.",,,,;17/Aug/18 1:10 PM;bwinter;900,,,,,,,,,0,900,,,0,900,,,,,,,,,,,,,,COMA-2589,COMA-2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,None,,,,,,Unassigned,,,0|i00zpb:,,,,,,,New Product/Feature,,YX Connect,2018-08-16 13:51:57.701,"16/Aug/18 8:51 AM;wwyatt;Hey [~mbender], I saw you ran the production script. Have you had a chance to run the QA script?","16/Aug/18 8:54 AM;mbender;[~wwyatt] no not yet, I will be doing that this morning.",16/Aug/18 10:05 AM;mbender;[~wwyatt] Automated regression script suite 'Critical Path' has passed on Colony QA post this build.,"17/Aug/18 11:00 AM;bwinter;[~mbender], the QA push is complete.  When you get a chance later today, do you mind firing off the scripts?",17/Aug/18 12:27 PM;mbender;[~bwinter] The automated regression script suites 'Smoke Test' and 'Critical Path' have passed on Colony QA post this update to this build.,"17/Aug/18 1:14 PM;bwinter;[~cleduc], this release is ready to go to production!  WOOT! WOOT!

CC: [~rwilliams], [~jjensen], [~mbender], [~jmedlock], [~jcox]",,,,,,,,,,,,,,,,,,,,
